sequencialPrecedente,tipoPrecedente,numeroPrecedente,dataPrimeiraAfetacao,dataJulgamento,dataPublicacaoAcordao,situacao,informacoesComplementares,questaoSubmetidaAJulgamento,teseFirmada,anotacoesNUGEPNAC,delimitacaoJulgado,entendimentoAnterior,referenciaLegislativa,referenciaSumular,sumulaOriginada,audienciaPublica,dataAudienciaPublica,orgaoJulgador,Assuntos,numeroRepercussaoGeralSTF,descricaoRepercussaoGeral
1130,Tema,870,2008-10-10,2008-11-26,2009-03-30,Trânsito em Julgado,,"Discute-se a interrupção da prescrição do direito a pleitear diferenças de vencimentos a professores do Estado do Amapá por força do desvio de função, na hipótese em que foi ajuizada ação com o mesmo pedido e causa de pedir pelo Sindicato e a ação foi extinta sem julgamento do mérito.
","A citação válida em processo extinto sem julgamento do mérito importa na interrupção do prazo prescricional, que volta a correr com o trânsito em julgado da sentença de extinção do processo.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S3,"8893- Atos Processuais, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 10938- Citação",,
1131,Tema,871,2013-06-20,2014-05-14,2014-05-21,Trânsito em Julgado,,"Discute: (i) atribuição do encargo de antecipar os honorários periciais ao autor da liquidação de sentença, no caso de perícia determinada de ofício; (ii) possibilidade de atribuição do encargo ao réu, na hipótese em que o autor seja beneficiário da gratuidade da justiça.
","Na fase autônoma de liquidação de sentença (por arbitramento ou por artigos), incumbe ao devedor a antecipação dos honorários periciais.
","Processos destacados de ofício pelo relator.
Na hipótese de liquidação por cálculos do credor, veja o TEMA 671.
",,,,,,N,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução, 9258- Honorários Periciais, 8842- Partes e Procuradores",,
1132,Tema,872,2014-06-04,2016-09-14,2016-10-05,Trânsito em Julgado,,"Questão referente à distribuição dos encargos de sucumbência, à luz do princípio da causalidade, quando julgado procedente o pedido em Embargos de Terceiro que foram ajuizados com o objetivo de anular penhora de imóvel cuja transcrição, no Registro competente, não está atualizada.
","Nos Embargos de Terceiro cujo pedido foi acolhido para desconstituir a constrição judicial, os honorários advocatícios serão arbitrados com base no princípio da causalidade, responsabilizando-se o atual proprietário (embargante), se este não atualizou os dados cadastrais. Os encargos de sucumbência serão suportados pela parte embargada, porém, na hipótese em que esta, depois de tomar ciência da transmissão do bem, apresentar ou insistir na impugnação ou recurso para manter a penhora sobre o bem cujo domínio foi transferido para terceiro.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,303,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9163- Penhora / Depósito/ Avaliação , 9148- Liquidação / Cumprimento / Execução, 8874- Sucumbência, 8842- Partes e Procuradores",,
1133,Tema,873,2013-06-04,2014-06-11,2014-06-17,Trânsito em Julgado,,"Discute: (i) possibilidade de cumulação de dividendos e juros sobre capital próprio; (ii) possibilidade de inclusão de juros sobre capital próprio nos cálculos exequendos sem previsão no título executivo judicial.
","Nas demandas por complementação de ações de empresas de telefonia, admite-se a condenação ao pagamento de dividendos e juros sobre capital próprio independentemente de pedido expresso.
","Processos destacados de ofício pelo relator.
Ver Temas 669/STJ e 670/STJ.
",,,,,,N,,S2,"899- DIREITO CIVIL, 7617- Telefonia, 7771- Contratos de Consumo",,
1134,Tema,874,2014-07-01,2015-09-09,2015-09-15,Trânsito em Julgado,,"Discute a possível responsabilidade do Banco do Brasil, na condição de gestor do Cadastro de Emitentes de Cheques sem Fundos (CCF), de notificar previamente o devedor acerca da sua inscrição no aludido cadastro.
","O Banco do Brasil, na condição de mero operador e gestor do Cadastro de Emitentes de Cheques sem Fundos - CCF, não detém legitimidade passiva para responder por danos resultantes da ausência de notificação prévia do correntista acerca de sua inscrição no referido cadastro, obrigação que incumbe ao banco sacado, junto ao qual o correntista mantém relação contratual.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,572,N,,S2,"8842- Partes e Procuradores, 9493- Capacidade Processual, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
1135,Tema,875,2013-06-24,2014-06-11,2014-08-01,Trânsito em Julgado,,Discussão sobre o termo inicial da prescrição nas demandas por indenização do seguro DPVAT nos casos de invalidez permanente da vítima.,"Exceto nos casos de invalidez permanente notória, ou naqueles em que o conhecimento anterior resulte comprovado na fase de instrução, a ciência inequívoca do caráter permanente da invalidez depende de laudo médico.",Processos destacados de ofício pelo relator.,"Conforme decisão proferida pela Presidência do STJ no REsp n. 1.727.666/PR (DJe de 23/3/2018):""Da leitura do voto condutor do julgamento do recurso especial repetitivo, percebe-se claramente que o entendimento pacificado neste Superior Tribunal de Justiça é no sentido de que o termo inicial do prazo prescricional é a data em que a vítima tem ciência inequívoca da sua invalidez que, todavia, nos termos do art. 334 do Código de Processo Civil de 1973, não pode ser presumida.Assim, a data de emissão de laudo médico atestando a invalidez permanente é considerada como prova do referido conhecimento inequívoco. Demais conjecturas fáticas que levam à presunção deste conhecimento não são aceitas pela jurisprudência consolidada nesta Corte Superior, à exceção da invalidez notória em hipóteses como amputação de membros ou quando o conhecimento anterior resulte comprovado na fase de instrução.""",,,,573,N,,S2,"8990- Provas, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8960- Processo e Procedimento",,
1136,Tema,876,2014-08-04,2014-11-12,2014-12-12,Trânsito em Julgado,,"Discute a obrigatoriedade, ou não, da indicação do CNPJ para o recebimento da petição inicial de execução fiscal endereçada contra pessoa jurídica.
","Em ações de execução fiscal, descabe indeferir a petição inicial sob o argumento da falta de indicação do CPF e/ou RG da parte executada (pessoa física), visto tratar-se de requisito não previsto no art. 6º da Lei nº 6.830/80 (LEF), cujo diploma, por sua especialidade, ostenta primazia sobre a legislação de cunho geral, como ocorre frente à exigência contida no art. 15 da Lei nº 11.419/06.

Em ações de execução fiscal, descabe indeferir a petição inicial sob o argumento da falta de indicação do CNPJ da parte executada (pessoa jurídica), visto tratar-se de requisito não previsto no art. 6º da Lei nº 6.830/80 (LEF), cujo diploma, por sua especialidade, ostenta primazia sobre a legislação de cunho geral, como ocorre frente à exigência contida no art. 15 da Lei nº 11.419/06.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,558,N,,S1,"9148- Liquidação / Cumprimento / Execução, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
1137,Tema,877,2014-08-04,2015-08-12,2016-04-12,Trânsito em Julgado,,"Discussão alusiva ao termo inicial da fluência da prescrição quinquenal para o ajuizamento da ação individual executiva para cumprimento de sentença originária de ação civil pública.
","O prazo prescricional para a execução individual é contado do trânsito em julgado da sentença coletiva, sendo desnecessária a providência de que trata o art. 94 da Lei n.8.078/90.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
Alega-se que ""o termo inicial da prescrição nas execuções individuais pressupõe ampla divulgação da sentença coletiva nos meios de comunicação de massa.""

RESP 138800/PR - Relator para acórdão Ministro Og Fernandes.
",,,,,,N,,S1,"9148- Liquidação / Cumprimento / Execução, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",673,Prazo prescricional aplicável às execuções individuais de sentença prolatada em processo coletivo.
1138,Tema,878,2014-08-14,2021-08-25,2021-10-15,Trânsito em Julgado,,"Discute-se a regra geral de incidência do imposto de renda sobre juros de mora, com foco nos juros incidentes sobre benefícios previdenciários pagos em atraso.","1.) Regra geral, os juros de mora possuem natureza de lucros cessantes, o que permite a incidência do Imposto de Renda - Precedentes: REsp. n.º 1.227.133 - RS, REsp. n. 1.089.720 - RS e REsp. n.º 1.138.695 - SC;2.) Os juros de mora decorrentes do pagamento em atraso de verbas alimentares a pessoas físicas escapam à regra geral da incidência do Imposto de Renda, posto que, excepcionalmente, configuram indenização por danos emergentes - Precedente: RE n. 855.091 - RS;3.) Escapam à regra geral de incidência do Imposto de Renda sobre juros de mora aqueles cuja verba principal seja isenta ou fora do campo de incidência do IR - Precedente: REsp. n. 1.089.720 - RS.","Processos destacados de ofício pelo relator.O ministro relator Mauro Campbell Marques destacou no acórdão pulicado no DJe de 15/10/2021 que: ""(...) para efeito de repetitivo, registrando que a 1ª tese é mera reafirmação de repetitivos anteriores, a 2ª tese é decorrente daquela julgada pelo Supremo Tribunal Federal e a 3ª tese é a elevação a repetitivo de tese já adotada pela Primeira Seção. Já o que seria a 4ª tese foi suprimida por versar sobre tema estranho a este repetitivo (imposto de renda devido por pessoas jurídicas), além do que também está firmada em outro repetitivo, o REsp. n.º 1.138.695 - SC (...)""Considerações do Ministro: A hipótese não se confunde com o TEMA 470, enfrentado no REsp 1277133/RS, que versa sobre a não-incidência de Imposto de Renda sobre juros de mora exclusivamente quando pagos no contexto de despedida ou rescisão do contrato de trabalho.Na Sessão de julgamento de 24/06/2015, a Primeira Seção ""em questão de ordem, proposta pelo Sr. Ministro Relator, por maioria, vencida a Sra. Ministra Regina Helena Costa, decidiu sobrestar o julgamento do recurso, tornando sem efeito os votos anteriormente proferidos"", em razão do Tema 808/STF.",,,,,,N,,S1,"14- DIREITO TRIBUTÁRIO, 5916- Impostos, 5917- IRPF/Imposto de Renda de Pessoa Física",808,Incidência de imposto de renda sobre juros de mora recebidos por pessoa física.
1139,Tema,879,2014-08-15,2016-12-14,2017-04-17,Trânsito em Julgado,,"Questão atinente ao interesse jurídico da ANEEL (Agência Nacional de Energia Elétrica) para figurar no pólo passivo de ação revisional e de repetição de indébito relativa a contrato de fornecimento de energia elétrica celebrado entre usuário do serviço e concessionária do serviço público.
","Não há, em regra, interesse jurídico da Aneel (Agência Nacional de Energia Elétrica) para figurar como ré ou assistente simples de Ação de Repetição de Indébito relativa a valores cobrados por força de contrato de fornecimento de energia elétrica celebrado entre usuário do serviço e concessionária do serviço público.
","Processos destacados de ofício pelo relator.
No voto condutor do acórdão, o Ministro Relator assentou quanto ao caso concreto o seguinte: ""a existência de interesse jurídico de terceiro para intervir no processo como assistente há de partir da hipótese de que a procedência do pedido da parte contrária acarretaria prejuízo juridicamente relevante a ele, o que não se verifica na hipótese dos autos.
De outra banda, o §1° do art. 5º da Lei 9.469/96 prevê que 'as pessoas jurídicas de direito público poderão, nas causas cuja decisão possa ter reflexos, ainda que indiretos, de natureza econômica, intervir, independentemente de demonstração de interesse jurídico, para esclarecer questões de fato e de direito, podendo juntar documentos e memoriais reputados úteis ao exame da matéria e, se for o caso, recorrer, hipótese em que, para fins de deslocamento de competência, serão consideradas partes.' Contudo, essa possibilidade é limitada a esclarecer questões de fato e de direito e só implica o deslocamento da competência jurisdicional na hipótese de interposição de recurso"" (DJe de 17/04/2017).
",,,,,,N,,S1,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,584,"Possibilidade de ingresso da Aneel e da Eletrobrás no polo passivo de ação de restituição de valores, com o deslocamento da competência para a Justiça Federal, e análise de eventual prescrição da ação."
1140,Tema,880,2014-08-19,2017-06-28,2017-06-30,Trânsito em Julgado,,"Discute o prazo prescricional de execução de sentença em caso de demora no fornecimento de documentação requerida ao ente público.
","""A partir da vigência da Lei n. 10.444/2002, que incluiu o § 1º ao art. 604, dispositivo que foi sucedido, conforme Lei n. 11.232/2005, pelo art. 475-B, §§ 1º e 2º, todos do CPC/1973, não é mais imprescindível, para acertamento da conta exequenda, a juntada de documentos pela parte executada, ainda que esteja pendente de envio eventual documentação requisitada pelo juízo ao devedor, que não tenha havido dita requisição, por qualquer motivo, ou mesmo que a documentação tenha sido encaminhada de forma incompleta pelo executado. Assim, sob a égide do diploma legal citado e para as decisões transitadas em julgado sob a vigência do CPC/1973, a demora, independentemente do seu motivo, para juntada das fichas financeiras ou outros documentos correlatos aos autos da execução, ainda que sob a responsabilidade do devedor ente público, não obsta o transcurso do lapso prescricional executório, nos termos da Súmula 150/STF"".
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
MODULAÇÃO DE EFEITOS:
""Os efeitos decorrentes dos comandos contidos neste acórdão ficam modulados a partir de 30/6/2017, com fundamento no § 3º do art. 927 do CPC/2015. Resta firmado, com essa modulação, que, para as decisões transitadas em julgado até 17/3/2016 (quando ainda em vigor o CPC/1973) e que estejam dependendo, para ingressar com o pedido de cumprimento de sentença, do fornecimento pelo executado de documentos ou fichas financeiras (tenha tal providência sido deferida, ou não, pelo juiz ou esteja, ou não, completa a documentação), o prazo prescricional de 5 anos para propositura da execução ou cumprimento de sentença conta-se a partir de 30/6/2017."" (acórdão que acolheu parcialmente os embargos de declaração, publicado no DJe de 22/06/2018).

Súmula 150/STF - "" Prescreve a execução no mesmo prazo de prescrição da ação.""

Vide Controvérsia 44/STJ - Aplicação, revisão ou distinção do Tema n. 880/STJ.

Vide Controvérsia n. 104/STJ - termo inicial da prescrição da pretensão executória individual oriunda de ação coletiva promovida por substituto processual.
","A modulação de efeitos ""aplica-se igualmente às execuções propostas antes ou depois de 30/6/2017, abrangendo também as decisões transitadas em julgado na vigência do Código de Processo Civil de 1973"" (EAREsp 668.582/RS, EAREsp 657.520, EAREsp 692.181/RS e EAREsp 549.713/RS, DJe de 15.8.2018, relator Ministro Og Fernandes).",,,,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução",,
1141,Tema,881,2014-08-15,2015-04-22,2015-11-18,Trânsito em Julgado,,"Discussão alusiva à incidência de imposto de renda sobre o adicional de 1/3 (um terço) de férias gozadas.
","Incide imposto de renda sobre o adicional de 1/3 (um terço) de férias gozadas.
","Processos destacados de ofício pelo relator.
Trata-se de tema distinto daquele enfrentado no Recurso Repetitivo no REsp 1.111.223/SP (TEMA 121), onde foi firmada a tese da não incidência de imposto de renda sobre o ""adicional de 1/3 de férias não gozadas"".
",,,,,,N,,S1,"5917- IRPF/Imposto de Renda de Pessoa Física, 5927- Incidência sobre 1/3 de férias (art. 7º, XVII da CF), 14- DIREITO TRIBUTÁRIO, 5916- Impostos",,
1142,Tema,882,2014-09-09,2015-03-11,2015-05-22,Trânsito em Julgado,,Questão referente à validade da cobrança de taxas de manutenção ou contribuição de qualquer natureza por associação de moradores ou administradora de loteamento de proprietário de imóvel que não seja associado nem tenha aderido ao ato que instituiu o encargo.,As taxas de manutenção criadas por associações de moradores não obrigam os não associados ou que a elas não anuíram.,"Processos destacados de ofício pelo relator.""Validade da cobrança de taxas de manutenção ou contribuição de qualquer natureza por associação de moradores ou administradora de loteamento de proprietário de imóvel que não seja associado nem tenha aderido ao ato que instituiu o encargo.""REsp 1.280.871/SP sobrestado pelo Tema 492/STF (decisão da Vice-Presidência do STJ de 06/08/2015).RESPs n. 1.280.871/SP e 1.439.163/SP - Relator para acórdão Ministro Marco Buzzi.Vide Controvérsia 52/STJ - Aplicação, revisão ou distinção do Tema n. 882/STJ.Condomínio de fato. No caso, a associação ""não pode ser considerada um condomínio nos moldes da Lei nº 4.591/1964"".",,,,,,N,,S2,"4897- Associação, 9981- Pessoas Jurídicas, 899- DIREITO CIVIL",492,"Cobrança, por parte de associação, de taxas de manutenção e conservação de loteamento imobiliário urbano de proprietário não-associado."
1143,Tema,883,2014-09-09,2015-04-08,2015-04-15,Trânsito em Julgado,,"Questão referente ao prazo de prescrição das ações que buscam a indenização securitária, bem como daquelas que buscam a complementação de pagamento, relativa ao Seguro de Danos Pessoais Causados por Veículos Automotores de Via Terrestre (DPVAT).
","A pretensão de cobrança e a pretensão a diferenças de valores do seguro obrigatório (DPVAT) prescrevem em três anos, sendo o termo inicial, no último caso, o pagamento administrativo considerado a menor.
","Processos destacados de ofício pelo relator.
",,,"Art. 206, § 3º, IX - Código Civil

Súmula 405/STJ - ""A ação de cobrança do seguro obrigatório (DPVAT) prescreve em três anos"".",405,,N,,S2,"5632- Prescrição e Decadência, 7947- Fatos Jurídicos, 899- DIREITO CIVIL",436,Alteração de prazo prescricional por legislação infraconstitucional superveniente.
1144,Tema,884,,,,Cancelado,,"Na sessão do dia 07/08/2014, a Primeira Turma decidiu submeter o REsp 1.380.449/MG à julgamento perante a Primeira Seção, nos termos do art. 14 do Regimento Interno do Superior Tribunal de Justiça, e não sob a sistemática dos recursos repetitivos (art. 543-C do CPC e Resolução STJ 8/2008).",,,,,,,,N,,S1,9518- Efeito Suspensivo / Impugnação / Embargos à Execução,,
1145,Tema,885,2014-09-23,2014-11-26,2015-02-02,Trânsito em Julgado,,"Controvérsia alusiva à possibilidade do prosseguimento de ações de cobrança ou execuções ajuizadas em face de devedores solidários ou coobrigados em geral, depois de deferida a recuperação judicial ou mesmo depois de aprovado o plano de recuperação do devedor principal.
","A recuperação judicial do devedor principal não impede o prosseguimento das execuções nem induz suspensão ou extinção de ações ajuizadas contra terceiros devedores solidários ou coobrigados em geral, por garantia cambial, real ou fidejussória, pois não se lhes aplicam a suspensão prevista nos arts. 6º, caput, e 52, inciso III, ou a novação a que se refere o art. 59, caput, por força do que dispõe o art. 49, § 1º, todos da Lei n. 11.101/2005.
","Processos destacados de ofício pelo relator.
",,,,,581,N,,S2,"9616- Empresas, 899- DIREITO CIVIL, 4993- Recuperação judicial e Falência",1101,"Aplicação do regime de falência e recuperação judicial, previsto na Lei nº 11.101/05, às empresas estatais."
1146,Tema,886,2014-09-23,2015-04-08,2015-04-20,Trânsito em Julgado,,"Controvérsia sobre quem tem legitimidade - vendedor ou adquirente - para responder por dívidas condominiais na hipótese de alienação da unidade, notadamente quando se tratar de compromisso de compra e venda não levado a registro.","a) O que define a responsabilidade pelo pagamento das obrigações condominiais não é o registro do compromisso de venda e compra, mas a relação jurídica material com o imóvel, representada pela imissão na posse pelo promissário comprador e pela ciência inequívoca do Condomínio acerca da transação;b) Havendo compromisso de compra e venda não levado a registro, a responsabilidade pelas despesas de condomínio pode recair tanto sobre o promitente vendedor quanto sobre o promissário comprador, dependendo das circunstâncias de cada caso concreto; c) Se restar comprovado: (i) que o promissário comprador imitira-se na posse; e (ii) o Condomínio teve ciência inequívoca da transação, afasta-se a legitimidade passiva do promitente vendedor para responder por despesas condominiais relativas a período em que a posse foi exercida pelo promissário comprador.","Processos destacados de ofício pelo relator.Questão submetida a julgamento no Tema 1349/STJ:Proposta de revisão do Tema Repetitivo nº 886/STJ para definir se há legitimidade concorrente entre o promitente vendedor, titular do direito de propriedade, e o promitente comprador para figurar no polo passivo da ação de cobrança de débitos condominiais posteriores à imissão do comprador na posse, independentemente de haver ciência inequívoca da transação pelo condomínio.",,,,,,N,,S2,"9493- Capacidade Processual, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8842- Partes e Procuradores",,
1147,Tema,887,2014-09-23,2015-03-11,2015-05-07,Trânsito em Julgado,,"Discute a possibilidade de inclusão de expurgos inflacionários e de juros remuneratórios na fase de cumprimento individual de sentença, na hipótese de não haver condenação a tais rubricas no título judicial formado em sede de ação civil pública - no caso, sentença proferida na Ação Civil Pública n. 1998.01.016798-9, ajuizada pelo IDEC em desfavor de Banco do Brasil S/A, a qual tramitou na 12ª Vara Cível de Brasília/DF.","Na execução individual de sentença proferida em ação civil pública que reconhece o direito de poupadores aos expurgos inflacionários decorrentes do Plano Verão (janeiro de 1989): (I) descabe a inclusão de juros remuneratórios nos cálculos de liquidação se inexistir condenação expressa, sem prejuízo de, quando cabível, o interessado ajuizar ação individual de conhecimento; (II) incidem os expurgos inflacionários posteriores a título de correção monetária plena do débito judicial, que terá como base de cálculo o saldo existente ao tempo do referido plano econômico, e não os valores de eventuais depósitos da época de cada plano subsequente.","Processos destacados de ofício pelo relator.Os temas STJ 723, 724 e 888 tratam de matérias relacionadas à Ação Civil Pública n. 1998.01.016798-9.",,,,,,N,,S2,10945- Expurgos Inflacionários / Planos Econômicos,577,"Ajuizamento de ação individual autônoma para pleitear o direito aos juros remuneratórios de caderneta, reconhecido em ação coletiva transitada em julgado."
1148,Tema,888,,,,Cancelado,,"Possibilidade de inclusão de juros remuneratórios na fase de cumprimento individual de sentença, na hipótese de não haver condenação a tal rubrica no título judicial formado em sede de ação civil pública - no caso, sentença proferida na Ação Civil Pública n. 1998.01.016798-9, ajuizada pelo IDEC em desfavor de Banco do Brasil S/A, a qual tramitou na 12ª Vara Cível de Brasília/DF.
",,"Processos destacados de ofício pelo relator.
Os temas STJ 723, 724 e 887 tratam de matérias relacionadas à Ação Civil Pública 1998.01.016798-9.
Tema cancelado em razão do julgamento do REsp 1392245 (tema 887/STJ) que abrange a matéria afetada no presente tema 888/STJ.
",,,,,,N,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução",577,"Ajuizamento de ação individual autônoma para pleitear o direito aos juros remuneratórios de caderneta, reconhecido em ação coletiva transitada em julgado."
1149,Tema,889,2014-09-24,2016-05-04,2016-06-15,Trânsito em Julgado,,"Controvérsia alusiva à exequibilidade de sentenças não condenatórias (de regra, declaratórias), notadamente após o acréscimo do art. 475-N, inciso I, ao Código de Processo Civil, pela Lei n. 11.232/2005, seja quando figura como exequente o autor do processo de conhecimento, seja quando figura o réu.
","A sentença, qualquer que seja sua natureza, de procedência ou improcedência do pedido, constitui título executivo judicial, desde que estabeleça obrigação de pagar quantia, de fazer, não fazer ou entregar coisa, admitida sua prévia liquidação e execução nos próprios autos.
","Processos destacados de ofício pelo relator.
",,,,,,N,,CE,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8842- Partes e Procuradores, 8960- Processo e Procedimento, 9148- Liquidação / Cumprimento / Execução",,
1150,Tema,890,2014-09-24,2015-05-27,2015-08-25,Trânsito em Julgado,,"Possibilidade de inclusão de juros remuneratórios na fase de cumprimento individual de sentença, na hipótese de não haver condenação a tal rubrica no título judicial formado em sede de ação civil pública - no caso, sentença proferida na Ação Civil Pública n. 583.00.1994.700585-2, ajuizada pelo IDEC em desfavor de Banco Meridional S/A, a qual tramitou na 30ª Vara Cível da Comarca de São Paulo/SP.
","Na execução individual de sentença proferida em ação civil pública que reconhece o direito de poupadores aos expurgos inflacionários decorrentes do Plano Verão (janeiro de 1989), descabe a inclusão de juros remuneratórios nos cálculos de liquidação se inexistir condenação expressa, sem prejuízo de, quando cabível, o interessado ajuizar ação individual de conhecimento.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução",,
1151,Tema,891,2014-09-24,2015-05-13,2015-06-09,Trânsito em Julgado,,"Controvérsia alusiva à possibilidade de, na hipótese de condenação referente aos expurgos inflacionários do Plano Verão (janeiro de 1989), incluírem-se nos cálculos de liquidação de sentença os expurgos relativos aos planos econômicos subsequentes, a título de correção monetária do débito.
","Na execução de sentença que reconhece o direito de poupadores aos expurgos inflacionários decorrentes do Plano Verão (janeiro de 1989), incidem os expurgos inflacionários posteriores a título de correção monetária plena do débito judicial, que terá como base de cálculo o saldo existente ao tempo do referido plano econômico, e não os valores de eventuais depósitos da época de cada plano subsequente.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S2,"9148- Liquidação / Cumprimento / Execução, 9149- Valor da Execução / Cálculo / Atualização, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 10685- Correção Monetária",,
1152,Tema,892,2014-09-05,2015-03-25,2015-03-27,Trânsito em Julgado,,"Controvérsia referente à incidência do reajuste de 28,86% sobre a Gratificação de Estímulo à Fiscalização e Arrecadação - GEFA no período de 1995 a 1999.
","Incide o reajuste de 28,86% sobre a Gratificação de Estímulo à Fiscalização e Arrecadação - GEFA, após a edição da Medida Provisória 831/1995 e até a edição da Medida Provisória 1.915-1/1999, mais precisamente no período de janeiro de 1995 a julho de 1999.
","Processos destacados de ofício pelo relator.
Diversidade entre o tema 817 e 892: delimitação do período (1995 a 1999).
",,,,,,N,,S1,"10288- Sistema Remuneratório e Benefícios, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10219- Servidor Público Civil",,
1153,Tema,893,2014-10-01,2015-06-17,2015-09-23,Trânsito em Julgado,,"Controvérsia referente ao cabimento ou não da multa do artigo 475-J do CPC no âmbito de cumprimento de sentença arbitral.
","No âmbito do cumprimento de sentença arbitral condenatória de prestação pecuniária, a multa de 10% (dez por cento) do artigo 475-J do CPC deverá incidir se o executado não proceder ao pagamento espontâneo no prazo de 15 (quinze) dias contados da juntada do mandado de citação devidamente cumprido aos autos (em caso de título executivo contendo quantia líquida) ou da intimação do devedor, na pessoa de seu advogado, mediante publicação na imprensa oficial (em havendo prévia liquidação da obrigação certificada pelo juízo arbitral).
","Processos destacados de ofício pelo relator.
",,,,,,N,,CE,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução",,
1154,Tema,894,2014-08-18,2014-12-10,2014-12-18,Trânsito em Julgado,,"Verificação do índice de atualização (SELIC ou FACDT) aplicável sobre os valores originais do imposto de renda apurado pelo regime de competência até o recebimento da verba acumulada, a fim de se liquidar a repetição de indébito de imposto de renda indevidamente retido sob o regime de caixa.
","Até a data da retenção na fonte, a correção do IR apurado e em valores originais deve ser feita sobre a totalidade da verba acumulada e pelo mesmo fator de atualização monetária dos valores recebidos acumuladamente, sendo que, em ação trabalhista, o critério utilizado para tanto é o FACDT- fator de atualização e conversão dos débitos trabalhistas.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S1,"14- DIREITO TRIBUTÁRIO, 5917- IRPF/Imposto de Renda de Pessoa Física, 6007- Repetição de indébito",,
1155,Tema,895,,,,Cancelado,,"Possibilidade de as infrações de trânsito de natureza administrativa obstarem a expedição da Carteira Nacional de Habilitação definitiva, sob a ótica do art. 148, § 3º, do Código de Trânsito Brasileiro.
",,"Processos destacados de ofício pelo relator.
",,,,,,N,,S1,"10418- CNH - Carteira Nacional de Habilitação, 10417- Sistema Nacional de Trânsito, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",,
1156,Tema,896,2014-10-08,2017-11-22,2018-02-02,Revisado,"Há determinação de suspensão de todos os processos pendentes, individuais ou coletivos, que versem acerca da questão delimitada pelo Tema 896/STJ e que tramitem no território nacional (art. 1.037, II, do CPC/2015).","Proposta de Revisão de Entendimento firmado em tese repetitiva firmada pela Primeira Seção relativa ao Tema 896/STJ, quanto ao critério de aferição da renda do segurado que não exerce atividade laboral remunerada no momento do recolhimento à prisão para concessão de auxílio-reclusão.","Para a concessão de auxílio-reclusão (art. 80 da Lei 8.213/1991) no regime anterior à vigência da MP 871/2019, o critério de aferição de renda do segurado que não exerce atividade laboral remunerada no momento do recolhimento à prisão é a ausência de renda, e não o último salário de contribuição.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Ver Tema de Repercussão Geral 89/STF - Renda a ser usada como parâmetro para a concessão de auxílio-reclusão.Vide Controvérsia n. 141/STJ.A Primeira Seção, na sessão de julgamento realizada em 27/5/2020, acolheu a Questão de Ordem para, nos termos dos arts. 256-S e 256-T do RI/STJ, submeter o REsp 1.842.985/PR e o REsp 1.842.974/PR ao rito da revisão de tese repetitiva relativa ao Tema 896/STJ (REsp 1.485.417), de forma que a Primeira Seção delibere sobre sua modificação ou sua reafirmação (acórdão publicado no DJe de 1/7/2020).",,"Tese firmada pela Primeira Seção no julgamento do REsp 1.485.417/MS, acórdão publicado no DJe de 2/8/2018:

Para a concessão de auxílio-reclusão (art. 80 da Lei 8.213/1991), o critério de aferição de renda do segurado que não exerce atividade laboral remunerada no momento do recolhimento à prisão é a ausência de renda, e não o último salário de contribuição.
",,,,N,,S1,"195- DIREITO PREVIDENCIÁRIO, 6094- Benefícios em Espécie, 6120- RMI - Renda Mensal Inicial, 6105- Auxílio-Reclusão (Art. 80), 6128- Limitação do salário-de-benefício e da renda mensal inicial",1017,"Critérios legais de aferição da renda do segurado, para fins de percepção do benefício do auxílio-reclusão."
